total_people,tap_closure_days_per_week,avg_daily_usage,hourly_usage,weekly_usage,monthly_usage,remaining_units,usage_per_person,usage_spike,consumption_risk,leak_detected
1,1,79.11,6.49,630.96,2523.53,51.96,79.11,1.9148,Medium,0
3,2,220.76,8.79,1981.75,6669.06,516.94,73.59,0.9147,Medium,0
4,1,599.73,47.41,3576.41,18590.58,55.46,149.93,1.8747,High,0
4,5,153.57,3.32,951.59,4289.69,10.73,38.39,0.6628,Low,0
6,2,308.52,27.86,1974.88,10057.44,0.91,51.42,2.1934,Low,1
4,2,227.0,15.35,1417.48,7585.39,145.34,56.75,1.5633,Low,1
2,5,66.17,2.46,670.15,2004.35,79.01,33.08,0.909,Low,0
1,3,45.92,1.04,265.23,1442.66,13.27,45.92,0.5765,Low,0
4,4,247.47,22.47,1371.9,7887.61,329.21,61.87,2.2298,Low,0
1,2,52.85,4.25,387.79,1561.04,55.93,52.85,1.8453,Low,0
4,3,148.0,4.59,1169.51,4792.27,91.83,37.0,0.7722,Low,0
7,0,341.69,39.19,3089.38,10165.75,0.56,48.81,2.7023,Low,1
4,3,222.18,17.72,1826.86,7257.46,6.28,55.54,2.0763,Low,1
3,3,172.57,11.44,1419.49,5024.86,406.81,57.52,1.4804,Low,0
4,3,473.54,12.76,3303.68,14930.87,81.88,118.38,0.5509,Medium,0
3,3,174.26,13.36,1124.62,4899.68,600.44,58.09,1.5678,Low,0
4,4,263.66,7.95,1937.46,8619.16,32.47,65.92,0.7079,Low,1
7,3,329.23,1.98,2291.31,8759.37,10.18,47.03,0.148,Low,0
3,3,218.93,15.73,1749.46,6958.88,238.41,72.98,1.6974,Medium,0
8,2,426.16,24.92,2928.23,11840.05,42.12,53.27,1.4692,Low,0
6,4,785.83,26.08,4636.87,24029.21,39.84,130.97,0.8337,High,0
2,3,165.87,23.48,1501.44,4801.84,6.95,82.94,3.4677,Medium,1
1,3,34.08,3.19,244.78,1008.27,99.87,34.08,2.2764,Low,0
1,3,59.74,7.35,404.21,1959.88,302.75,59.74,3.0656,Low,1
1,4,29.62,1.88,192.86,889.82,37.87,29.62,1.4028,Low,0
1,4,65.72,2.35,544.82,2040.82,111.6,65.72,0.6651,Low,0
5,2,400.8,205.57,2338.17,12385.26,100.62,80.16,12.0,Medium,1
1,4,33.76,0.95,211.69,1113.43,271.01,33.76,0.4923,Low,1
3,1,132.81,9.11,853.21,3914.22,48.61,44.27,1.6928,Low,0
6,0,356.64,11.11,2673.59,9930.95,290.03,59.44,0.6982,Medium,0
1,4,57.33,1.58,425.66,1568.28,112.92,57.33,0.5455,Low,0
5,2,148.15,17.07,1264.08,4383.69,135.25,29.63,2.84,Low,1
2,2,147.05,2.97,880.41,4160.73,209.06,73.53,0.4486,Medium,0
1,3,228.41,0.52,1273.34,6340.68,9.79,228.41,0.0248,High,1
5,4,265.51,1.22,2150.37,8042.97,589.56,53.1,0.01,Low,0
4,2,252.1,0.54,1970.96,8365.19,100.83,63.02,0.01,Medium,1
6,1,311.27,10.71,1891.98,8725.2,2642.38,51.88,0.7996,Low,0
5,1,321.25,34.34,1996.09,9533.1,194.04,64.25,2.5142,Medium,0
5,0,205.3,8.35,1679.31,5926.15,2321.96,41.06,0.9812,Low,0
2,1,112.12,4.85,1023.71,3592.78,107.79,56.06,0.972,Low,0
2,5,103.55,4.66,856.43,3362.46,3.02,51.78,1.0014,Low,1
5,1,385.64,9.88,3304.6,11927.1,23.07,77.13,0.5948,Medium,0
5,3,310.66,32.46,2852.44,10121.87,316.22,62.13,2.5379,Low,1
10,4,621.19,20.16,4265.07,17868.66,331.49,62.12,0.8123,Low,0
3,3,239.87,8.48,1563.5,6564.53,195.13,79.96,0.8343,Medium,0
3,0,218.65,5.96,1662.45,5772.98,69.42,72.88,0.849,Medium,0
5,3,682.07,0.68,5013.89,22157.77,101.83,136.41,0.01,High,1
3,4,230.53,1.18,1688.29,7067.3,14.57,76.84,0.1582,Medium,0
7,2,752.34,28.61,5523.39,23371.54,13.27,107.48,0.9518,Medium,0
6,2,375.36,35.84,3242.27,10530.27,450.32,62.56,2.2626,Medium,0
3,2,193.07,8.83,1635.14,5187.44,67.94,64.36,1.0956,Medium,0
5,3,282.39,10.51,1902.02,8318.46,105.59,56.48,0.8857,Low,0
5,2,297.95,0.53,2207.31,8965.57,350.61,59.59,0.1158,High,0
1,4,61.1,0.22,332.37,1849.43,13.21,61.1,0.0665,Low,0
6,3,230.62,1.43,1988.31,7696.38,337.66,38.44,0.0358,Low,1
4,3,200.14,4.98,1467.8,6098.54,106.81,50.04,0.6352,Low,0
6,4,195.19,17.12,1698.64,6178.81,36.57,32.53,1.9582,Low,0
3,1,198.19,3.93,1263.39,6085.78,48.21,66.06,0.3965,Medium,0
6,4,159.39,3.32,962.03,5080.27,396.1,26.56,0.4499,Low,0
3,3,129.08,3.92,1143.81,4086.01,15.96,43.03,0.7312,Low,0
1,3,55.91,2.47,416.04,1518.4,81.89,55.91,0.9898,Low,0
6,1,299.13,13.23,2238.22,8481.37,2624.42,49.86,1.0864,Low,0
1,3,72.44,1.48,484.67,2212.26,24.16,72.44,0.3199,Low,0
3,3,188.74,1.02,1244.87,5886.4,14.95,62.91,0.1438,Low,0
7,3,247.11,18.22,1765.35,8148.58,180.57,35.3,1.8039,Low,1
7,2,341.8,0.5,3482.24,10433.87,70.19,48.83,0.0626,Low,0
4,0,329.23,27.49,2289.72,9325.13,2976.35,82.31,1.9499,Medium,0
4,3,140.64,2.46,983.57,3714.25,95.58,35.16,0.4436,Low,0
3,3,164.26,1.06,1307.42,4349.07,58.37,54.75,0.1366,Low,0
2,3,266.85,17.79,1643.23,8915.14,1052.08,133.43,1.5921,High,1
3,3,148.32,0.45,1083.88,4623.96,2768.38,49.44,0.0186,Low,0
4,2,469.04,100.84,2796.69,14870.52,303.06,117.26,5.2895,High,1
5,2,433.56,11.22,2970.46,13387.22,276.62,86.71,0.6703,Medium,0
5,3,436.13,0.82,3648.62,11706.34,121.38,87.23,0.0573,Medium,0
5,3,403.18,12.33,2333.8,12644.22,4.83,80.64,0.7611,Medium,1
1,3,69.83,2.04,512.16,2078.52,49.91,69.83,0.6132,Low,0
3,4,193.47,16.58,1601.44,5431.61,2.96,64.49,1.9938,Low,1
1,4,61.83,3.35,336.23,1980.61,36.12,61.83,1.3669,Low,0
4,1,319.44,9.01,1740.48,9198.7,579.29,79.86,0.6832,Medium,0
3,3,180.98,0.21,1293.12,4897.0,261.79,60.33,0.0475,Low,0
6,3,266.49,8.27,1633.74,7778.49,105.1,44.42,0.8458,Low,0
3,3,328.12,10.25,2290.97,9797.13,13.69,109.37,0.9256,Medium,0
1,5,69.21,0.06,443.0,1912.77,2549.95,69.21,0.01,Medium,0
2,3,158.21,12.55,878.65,4191.43,124.02,79.1,1.8565,Medium,0
5,3,295.23,12.43,2284.32,8112.22,8.31,59.05,0.863,Low,0
4,5,87.04,14.19,540.19,2634.33,1.91,21.76,3.9648,Low,1
1,2,52.83,1.05,325.75,1688.38,392.26,52.83,0.4872,Low,0
1,1,32.89,2.53,275.0,1057.55,429.17,32.89,1.9315,Low,0
5,2,334.37,1.49,2538.16,9268.09,111.22,66.87,0.1267,Medium,0
1,1,58.61,1.04,331.42,1603.35,106.46,58.61,0.3914,Medium,0
6,1,187.84,6.28,1194.01,5238.99,42.37,31.31,0.8584,Low,0
5,5,220.76,7.28,1398.57,7407.68,4.12,44.15,0.6577,Low,1
1,5,53.91,3.99,431.79,1728.04,558.98,53.91,1.7719,Low,0
1,3,169.82,2.71,1031.17,5221.39,18.04,169.82,0.3962,High,0
9,4,224.43,6.01,1659.9,7082.31,222.73,24.94,0.5752,Low,0
3,2,207.91,4.13,1423.33,6896.98,21.61,69.3,0.4851,Medium,1
3,3,96.18,3.37,693.46,2891.73,398.61,32.06,0.9555,Low,0
5,2,1012.64,32.89,6978.92,33677.27,112.0,202.53,0.8185,High,1
7,3,527.17,22.6,3440.77,14216.51,4.51,75.31,0.8649,Medium,1
9,3,501.44,3.08,2716.09,14949.62,18.55,55.72,0.2028,Low,0
5,3,372.38,9.4,2422.34,10720.87,6.63,74.48,0.5649,Medium,1
3,1,182.29,5.86,1152.17,5879.74,147.24,60.76,0.8168,Medium,0
1,1,46.99,1.23,298.55,1390.66,396.76,46.99,0.5481,Low,0
5,3,337.71,24.51,2030.33,10898.23,129.84,67.54,1.6646,Low,0
4,3,314.2,2.3,2481.42,8893.96,4.99,78.55,0.3353,Medium,1
3,2,163.24,4.91,947.11,4857.29,40.74,54.41,0.7839,Low,0
6,2,380.13,11.15,2584.25,12120.54,62.26,63.36,0.5295,Medium,0
1,4,45.67,1.02,305.9,1398.14,69.96,45.67,0.4916,Low,0
3,1,166.74,1.23,1544.32,5056.44,82.86,55.58,0.2727,Low,0
1,3,57.21,0.28,364.18,1809.05,215.03,57.21,0.1329,Low,0
3,2,639.8,2.65,3964.2,20624.54,8.18,213.27,0.1422,High,1
1,3,117.63,0.53,689.63,3473.93,1120.4,117.63,0.1994,Medium,0
1,3,75.43,0.25,540.74,2407.55,115.03,75.43,0.0635,Medium,0
1,4,27.5,0.13,219.13,904.66,221.51,27.5,0.2657,Low,1
4,3,230.43,27.59,1491.39,7214.25,4.18,57.61,2.9432,Low,1
5,0,312.16,17.31,2017.27,8866.03,2566.47,62.43,1.3483,Medium,0
4,4,174.69,0.99,1285.28,5543.72,157.89,43.67,0.1372,Low,0
8,3,255.71,26.6,1648.7,7785.94,49.31,31.96,2.5929,Low,0
3,4,151.44,13.07,1071.29,4737.28,19.89,50.48,1.9806,Low,0
2,4,203.71,6.82,1097.46,6062.48,958.3,101.86,0.8321,Medium,0
6,3,309.44,5.47,1950.04,10336.16,203.82,51.57,0.4342,Low,0
2,5,70.57,4.38,519.02,2332.43,526.34,35.28,1.6088,Low,1
8,3,435.3,13.03,3150.3,13118.51,425.16,54.41,0.7065,Low,0
1,3,70.71,2.79,632.79,2037.84,12.86,70.71,0.8196,Medium,0
8,3,527.19,55.0,3924.86,15149.43,210.12,65.9,2.4124,Low,0
1,3,63.61,1.1,452.01,1895.83,8.48,63.61,0.3457,Low,0
6,3,229.11,24.27,1290.06,7497.98,7.18,38.18,2.6322,Low,1
4,4,206.26,24.33,1874.41,6317.61,569.97,51.56,2.9071,Low,1
10,3,458.41,14.36,2933.62,12649.86,45.13,45.84,0.614,Low,0
1,3,47.05,0.06,298.41,1291.77,51.89,47.05,0.0989,Low,0
4,3,313.38,21.67,2197.78,8766.36,8.91,78.34,1.5356,Medium,0
8,0,585.69,9.25,3416.38,16929.36,97.59,73.21,0.4263,Medium,0
4,1,204.74,8.89,1489.01,6692.52,1724.14,51.18,1.0188,Low,1
4,2,117.26,3.8,784.44,3311.34,90.67,29.32,0.6368,Low,0
5,3,356.44,10.49,2243.11,9632.74,84.26,71.29,0.7584,Medium,0
3,4,113.6,12.78,896.74,3658.48,4.17,37.87,2.8549,Low,1
4,3,407.93,42.28,2665.01,12073.25,58.58,101.98,2.4758,Medium,0
4,5,154.68,15.84,1444.06,4919.97,1282.15,38.67,2.3226,Low,0
6,0,283.66,29.54,1875.98,8924.76,529.86,47.28,2.5029,Low,0
1,4,56.64,1.5,463.06,1698.18,333.21,56.64,0.5873,Low,0
2,2,357.0,10.95,2455.45,9425.91,29.32,178.5,0.7254,High,0
7,0,452.13,38.68,3492.81,12198.62,5.39,64.59,2.0361,Medium,1
6,4,348.13,29.03,2465.26,11517.41,17.74,58.02,2.113,Low,0
3,2,363.89,7.07,2870.12,9807.09,264.45,121.3,0.4173,High,0
4,2,213.01,1.07,1340.44,6382.38,69.67,53.25,0.0286,Low,0
2,3,300.03,7.25,1921.35,8132.35,14.51,150.01,0.6536,High,0
2,4,74.36,0.27,492.08,2167.6,239.68,37.18,0.0959,Low,0
3,3,212.06,20.71,1570.52,6582.14,10.01,70.69,2.2304,Medium,0
3,2,152.55,11.42,944.21,4793.26,79.73,50.85,1.789,Low,0
4,2,152.67,5.77,1093.62,4942.86,2.29,38.17,1.0572,Low,0
1,1,56.47,0.05,426.8,1699.88,152.34,56.47,0.01,Low,0
8,2,310.92,1.43,2139.8,8972.79,134.33,38.86,0.1204,Low,0
9,4,458.15,28.75,3227.9,13973.69,17.01,50.91,1.5068,Low,0
5,4,190.91,21.53,1248.5,5636.09,98.19,38.18,2.748,Low,0
4,5,291.2,21.73,2151.24,8916.46,8.53,72.8,1.7748,Medium,0
3,4,107.51,2.0,783.92,2914.51,6.86,35.84,0.5712,Low,0
5,4,392.36,0.54,2403.41,12059.28,356.3,78.47,0.01,Medium,0
5,4,296.35,21.95,2253.06,8365.18,31.75,59.27,1.7918,Low,0
2,5,100.62,2.83,777.71,3237.04,134.9,50.31,0.7021,Low,0
7,4,399.12,11.88,2735.31,13271.44,8.99,57.02,0.7619,Low,1
6,3,170.21,0.77,1688.46,5316.27,135.36,28.37,0.1391,Low,0
7,2,494.67,16.31,3470.38,15528.89,535.02,70.67,0.6722,Medium,0
5,3,784.82,17.39,5247.93,21723.7,68.28,156.96,0.4748,High,0
4,3,203.55,19.74,1451.82,6347.4,97.26,50.89,2.4546,Low,0
3,3,157.23,16.88,1154.51,4739.79,80.2,52.41,2.6167,Low,0
7,3,378.29,14.06,3008.31,12221.59,81.5,54.04,0.8246,Low,0
6,3,427.28,47.92,3996.41,12609.99,442.26,71.21,2.6355,Medium,0
1,1,67.0,6.04,522.36,2128.64,415.99,67.0,2.2272,Medium,0
1,2,59.74,0.27,524.87,1921.54,2729.77,59.74,0.2547,Medium,0
3,4,120.57,2.83,792.89,4000.71,43.36,40.19,0.4826,Low,1
5,3,158.56,12.96,988.83,4506.97,26.61,31.71,2.0685,Low,0
9,2,859.17,31.6,6180.0,26986.7,195.35,95.46,0.8385,Medium,0
2,4,121.77,2.27,810.54,3570.28,1391.07,60.88,0.426,Low,0
4,2,186.46,6.76,1208.67,6230.49,148.16,46.62,0.859,Low,1
3,3,188.96,5.2,1241.47,5920.02,340.97,62.99,0.6912,Low,0
8,2,390.04,29.37,2668.44,12255.7,122.25,48.76,1.7548,Low,0
6,4,239.97,14.29,1422.27,7172.79,3.35,39.99,1.2983,Low,1
6,4,348.07,16.63,2605.76,10290.74,26.54,58.01,1.1444,Low,0
3,3,216.57,0.89,1373.52,5782.06,1534.94,72.19,0.01,Medium,0
3,4,183.04,16.49,1252.08,5089.09,70.41,61.01,2.0599,Low,0
2,4,175.12,4.45,1335.94,5439.41,59.51,87.56,0.6221,Medium,0
1,3,57.72,7.32,479.39,1582.89,39.85,57.72,3.0844,Low,1
6,4,260.63,19.46,1519.99,6901.42,43.57,43.44,1.8716,Low,0
5,3,225.57,7.28,1779.01,6923.45,298.06,45.11,0.9569,Low,0
10,3,500.7,13.33,3503.72,13751.01,4.67,50.07,0.5943,Low,1
10,3,570.74,39.39,4253.0,17459.15,374.33,57.07,1.7807,Low,0
4,2,343.55,21.39,2001.13,11146.48,126.04,85.89,1.6235,Medium,1
5,1,136.67,3.37,966.1,4122.97,440.4,27.33,0.6085,Low,0
7,4,470.19,31.08,3469.02,12838.45,786.77,67.17,1.5298,Low,0
6,2,835.86,29.17,6114.11,28060.84,3.71,139.31,0.7471,High,1
2,3,164.39,13.16,1178.58,5088.3,86.52,82.2,1.9358,Medium,0
3,2,180.04,7.9,1592.01,5109.78,5.1,60.01,1.1886,Medium,1
2,3,87.93,6.37,620.1,2793.59,30.4,43.96,1.7189,Low,0
7,2,322.62,11.61,2517.84,10468.25,52.48,46.09,0.9042,Low,1
4,4,242.17,18.52,1752.83,7066.31,127.57,60.54,1.8702,High,0
2,5,152.17,0.43,1131.91,4863.32,6.24,76.08,0.01,Medium,0
4,5,262.33,5.58,2016.34,6952.85,99.62,65.58,0.4454,Low,0
4,3,128.81,3.6,895.77,3837.82,324.92,32.2,0.6319,Low,0
3,5,245.27,0.35,1917.66,7354.19,26.86,81.76,0.0105,Low,0
1,3,54.02,1.38,391.78,1747.54,125.65,54.02,0.5383,Low,0
4,3,189.61,14.23,1101.85,6119.7,56.45,47.4,1.8114,Low,0
4,2,253.84,11.08,2061.09,8528.87,219.19,63.46,1.0422,Medium,1
5,4,270.78,22.25,1698.88,7613.69,3.04,54.16,1.9269,Low,1
4,2,356.8,2.03,2130.42,10917.54,888.3,89.2,0.2286,Medium,0
6,3,446.15,46.4,3801.25,12742.67,52.37,74.36,2.434,Low,0
4,4,203.11,6.85,1534.9,6566.88,121.72,50.78,0.7031,Low,0
4,3,216.56,7.81,1433.02,6533.9,84.98,54.14,0.6638,Low,0
6,1,315.99,0.46,2002.8,8342.76,1769.66,52.66,0.03,Low,0
3,3,130.19,0.15,1038.27,3713.01,356.15,43.4,0.0672,Low,0
2,4,168.61,5.59,985.58,4606.96,12.79,84.3,0.7782,Medium,0
1,2,39.5,0.11,287.52,1070.48,32.76,39.5,0.0396,Low,0
5,4,547.34,1.82,3698.31,16158.34,3.72,109.47,0.1296,Medium,1
4,4,269.81,19.59,1866.76,7550.5,50.5,67.45,1.8313,Low,0
5,5,197.55,4.47,1282.57,5431.33,130.76,39.51,0.3836,Low,0
2,3,101.57,2.98,697.15,3290.44,1.66,50.78,0.6891,Low,0
2,0,126.02,5.92,1113.6,3972.47,57.3,63.01,1.1802,Medium,0
1,3,55.51,4.63,417.94,1686.2,225.45,55.51,2.0769,Low,0
3,3,208.84,0.66,1799.86,5807.5,112.22,69.61,0.01,Medium,0
4,4,216.69,7.46,1449.93,5961.34,83.61,54.17,0.7519,Low,0
3,4,145.98,0.38,1264.49,4450.04,10.72,48.66,0.01,Low,0
3,4,142.11,13.03,1141.74,3777.85,7.74,47.37,2.0911,Low,0
6,3,157.54,0.86,1008.67,4891.13,183.21,26.26,0.0467,Low,0
3,3,239.42,18.08,1674.7,7486.24,2576.92,79.81,1.7337,Medium,0
4,0,259.21,0.62,1592.43,7130.87,114.98,64.8,0.0154,Medium,0
5,3,304.74,28.84,2266.26,10002.54,51.57,60.95,2.2688,Low,1
3,4,150.27,2.63,953.3,4925.51,344.36,50.09,0.4923,Low,1
4,3,199.86,6.94,1658.79,6548.59,13.47,49.96,0.8841,Low,1
6,3,220.79,8.24,1872.96,6142.36,94.41,36.8,1.0524,Low,0
7,1,513.67,2.54,4421.01,15798.8,45.12,73.38,0.2036,Medium,1
2,2,111.7,3.86,744.55,3742.26,36.42,55.85,1.005,Low,1
7,3,235.67,4.23,1781.98,7856.97,568.08,33.67,0.4877,Low,1
3,4,219.56,12.75,1391.24,6155.35,311.19,73.19,1.4513,Medium,0
2,1,176.12,101.07,1478.97,5201.15,435.3,88.06,12.0,Medium,1
3,2,144.38,10.44,1068.28,4113.21,332.89,48.13,1.7459,Low,0
9,3,330.95,11.3,2275.04,9814.24,85.8,36.77,0.897,Low,0
3,2,136.29,3.7,837.76,4104.17,3.1,45.43,0.7561,Low,0
3,2,149.8,11.76,950.33,4014.23,110.23,49.93,1.9839,Low,0
4,2,175.97,3.58,1049.44,4834.65,71.36,43.99,0.5619,Low,0
2,3,119.26,0.42,820.42,3414.48,85.55,59.63,0.01,Low,0
1,3,79.45,2.55,648.69,2156.78,8.14,79.45,0.7424,Medium,0
2,4,253.34,8.59,1558.91,7955.62,526.21,126.67,0.9335,Medium,0
2,3,106.11,7.95,718.37,3539.49,486.42,53.06,1.709,Low,1
2,3,68.91,5.23,454.48,2069.24,84.78,34.46,1.8575,Low,0
2,2,36.56,0.94,373.28,1153.17,935.69,18.28,0.6333,Low,0
4,3,367.81,29.58,2005.81,11468.8,471.61,91.95,1.7569,Medium,0
2,3,99.67,10.23,680.69,2922.88,292.15,49.84,2.4498,Low,0
3,2,479.15,13.8,3193.25,14509.72,14.44,159.72,0.7624,High,0
6,3,352.1,11.16,2834.74,9578.99,6.18,58.68,0.732,Low,1
3,2,213.05,0.9,2164.99,5851.83,30.01,71.02,0.0549,Low,1
4,3,175.22,14.47,1029.89,5052.32,1229.83,43.8,2.0056,Low,0
2,3,52.11,1.57,310.79,1421.29,113.83,26.06,0.7809,Low,0
2,3,151.12,5.28,1317.91,4375.02,79.45,75.56,0.9296,Medium,0
1,4,64.49,7.16,484.87,1960.01,544.1,64.49,2.678,Low,0
2,5,147.86,5.22,1438.03,4361.0,123.95,73.93,0.7689,Medium,0
2,4,112.73,0.22,809.55,3091.02,122.61,56.36,0.01,Low,0
2,4,85.24,2.71,544.06,2708.88,54.43,42.62,0.6665,Low,0
1,0,55.31,0.18,351.15,1741.34,72.41,55.31,0.01,Low,0
2,3,103.02,3.71,714.02,2747.56,864.49,51.51,0.7214,Low,0
3,0,451.36,9.42,2811.62,12896.8,74.54,150.45,0.6688,High,1
2,2,193.09,2.32,1542.91,6133.85,35.42,96.54,0.1622,High,0
3,3,127.55,0.15,833.75,3857.37,7.46,42.52,0.01,Low,0
4,4,211.97,14.26,1240.01,6732.12,532.71,52.99,1.5554,Low,0
5,3,259.56,6.71,1583.92,7498.8,42.11,51.91,0.6482,Low,0
1,3,56.33,6.9,564.04,1496.44,83.21,56.33,2.9267,Low,1
5,3,210.44,22.42,1375.61,6403.13,414.18,42.09,2.5244,Low,0
4,3,198.39,21.58,1765.91,6354.81,35.37,49.6,2.6435,Low,0
1,4,63.85,0.12,405.31,1860.43,76.2,63.85,0.0541,Low,0
6,2,554.1,57.02,4073.02,17474.37,377.54,92.35,2.4041,Medium,0
7,4,461.48,54.75,3145.59,13692.12,2628.06,65.93,2.7718,Low,0
1,2,78.51,1.95,550.55,2228.01,28.29,78.51,0.5118,Medium,0
2,4,188.43,14.35,1320.51,6061.18,2687.23,94.22,1.7917,Medium,0
5,0,258.22,0.71,1844.0,7466.67,377.64,51.64,0.1011,Low,1
5,3,245.59,1.33,2056.01,7677.45,146.91,49.12,0.2164,Low,0
2,5,107.39,3.12,680.26,3542.78,191.66,53.7,0.8406,Low,1
2,3,117.68,2.16,878.47,3523.68,140.77,58.84,0.3873,Low,0
3,3,116.68,2.58,723.51,3486.04,90.1,38.89,0.6164,Low,0
3,3,237.93,14.54,1286.86,7217.08,132.41,79.31,1.498,Medium,0
4,2,312.25,1.77,2581.03,8682.4,510.39,78.06,0.0609,Medium,0
3,1,300.42,26.07,2369.66,8626.41,397.92,100.14,2.0274,High,0
3,2,399.83,43.89,2620.68,12612.66,10.94,133.28,2.6595,High,0
5,2,443.11,39.8,3653.03,13341.59,31.61,88.62,2.2308,Medium,0
1,4,81.97,2.73,602.92,2602.88,56.4,81.97,0.9774,Medium,0
2,4,80.53,3.92,610.84,2141.75,8.73,40.26,1.1444,Low,0
5,2,300.68,24.91,2238.46,8736.06,665.53,60.14,2.0067,Medium,0
6,4,215.72,17.83,1528.36,6808.37,14.13,35.95,2.0581,Low,0
4,2,360.89,23.23,2354.48,11671.63,131.67,90.22,1.5873,Medium,0
4,2,256.55,1.31,1528.81,7717.14,522.21,64.14,0.0897,Medium,0
1,4,34.71,1.37,322.15,1059.32,454.65,34.71,0.9302,Low,0
3,2,138.38,9.54,851.51,4138.45,182.04,46.13,1.5582,Low,0
4,1,268.3,1.23,1464.5,8556.17,2.62,67.08,0.1704,Medium,1
2,3,121.21,3.35,879.14,4062.61,12.16,60.6,0.718,Low,1
2,5,111.29,12.38,829.13,3507.66,372.85,55.64,2.753,Low,0
3,3,504.03,32.58,3178.39,16752.07,49.73,168.01,1.711,High,1
1,2,34.7,0.12,239.06,960.37,64.61,34.7,0.1057,Low,0
3,3,133.78,12.37,852.46,4052.02,125.66,44.59,2.1702,Low,0
2,3,104.05,2.72,639.55,2843.3,108.38,52.02,0.5333,Low,0
3,3,288.01,19.12,1939.27,9591.34,1659.88,96.0,1.5867,Medium,0
1,4,63.84,1.65,491.01,1744.8,133.32,63.84,0.6566,Low,0
6,4,327.46,1.79,2461.78,8791.27,105.29,54.58,0.1307,Low,0
4,4,165.8,15.28,1215.0,5536.81,35.41,41.45,2.2858,Low,1
4,3,190.68,5.21,1488.83,5282.63,452.14,47.67,0.7238,Low,0
5,3,287.48,6.58,2295.24,7628.32,7.81,57.5,0.6329,Low,1
3,3,203.15,0.44,1864.11,6489.67,304.0,67.72,0.1002,Low,0
1,3,135.65,2.98,1380.94,3941.74,7.09,135.65,0.4,High,0
4,2,274.49,28.39,2068.56,8154.5,132.16,68.62,2.505,Medium,0
4,3,219.59,4.85,1673.3,6752.89,138.13,54.9,0.6177,Low,0
5,2,913.56,48.72,6263.54,30343.75,5.97,182.71,1.2605,High,1
3,4,82.19,2.71,513.07,2615.11,243.14,27.4,0.7741,Low,0
2,2,161.75,16.23,1042.72,5133.03,147.35,80.88,2.2637,Medium,0
2,4,119.43,0.27,774.16,3163.72,6.22,59.72,0.01,Low,0
3,3,219.93,7.91,1676.95,6442.75,68.39,73.31,0.7755,Medium,0
4,4,129.92,11.68,1153.53,3994.6,282.36,32.48,2.2071,Low,0
4,2,590.78,25.68,4488.59,17847.41,413.34,147.7,0.9589,High,0
3,4,281.74,7.21,2104.82,8958.49,1.94,93.91,0.7476,Medium,1
9,2,414.21,11.13,2755.8,13860.32,534.63,46.02,0.7233,Low,1
4,3,591.13,54.21,3910.37,17015.07,110.64,147.78,2.2483,High,0
2,1,100.0,3.17,853.44,2844.42,11.49,50.0,0.7611,Low,0
1,3,105.27,4.08,771.82,3288.21,142.91,105.27,0.9513,Medium,0
2,4,149.54,16.02,1475.2,4484.32,21.73,74.77,2.6002,Medium,0
2,4,105.51,0.25,687.64,3244.85,125.25,52.76,0.1783,Low,0
2,1,78.76,2.07,539.24,2206.98,1.65,39.38,0.5056,Low,0
2,3,198.12,19.88,1331.03,5429.47,5.83,99.06,2.4859,Medium,1
2,4,128.11,0.49,1020.32,4208.85,1.38,64.06,0.1591,Low,1
2,3,91.43,9.41,735.66,2901.96,97.56,45.72,2.3882,Low,0
6,1,378.1,7.82,2314.45,10440.98,76.89,63.02,0.4624,Medium,0
1,2,76.17,5.59,602.23,2095.9,149.09,76.17,1.7225,Medium,0
4,3,237.09,17.6,1447.49,7719.77,2708.84,59.27,1.7677,Low,1
3,2,214.37,0.3,1703.31,6234.29,0.62,71.46,0.01,Medium,1
9,3,300.07,177.17,2055.62,8719.03,2.31,33.34,12.0,Low,1
1,3,152.08,0.33,1279.28,4212.44,479.13,152.08,0.01,High,0
3,2,334.08,12.63,2643.62,10563.78,201.66,111.36,0.8638,High,0
8,3,362.72,6.54,2128.11,10276.83,17.18,45.34,0.3988,Low,0
6,4,184.38,6.84,1318.53,5251.11,482.47,30.73,0.8635,Low,0
5,3,257.36,7.03,2287.28,7218.87,2194.61,51.47,0.6919,Low,0
2,2,127.9,8.54,886.69,3973.88,71.08,63.95,1.62,Medium,1
2,3,121.63,0.46,867.93,3447.91,148.67,60.82,0.0325,Low,0
4,1,580.83,11.66,4349.9,18676.97,106.06,145.21,0.3775,High,0
7,4,272.53,5.88,1599.68,8731.06,35.01,38.93,0.4645,Low,0
4,5,138.09,2.43,832.39,3961.14,1.19,34.52,0.4931,Low,0
4,5,135.85,0.8,918.93,3799.13,342.25,33.96,0.2593,Low,0
2,3,144.62,3.23,1156.02,4260.53,53.08,72.31,0.4667,Medium,0
5,3,211.14,16.0,1255.06,6977.51,7.94,42.23,1.8992,Low,1
2,4,78.42,0.42,642.21,2110.65,2311.48,39.21,0.1156,Low,0
3,2,119.7,12.23,826.99,3957.09,119.24,39.9,2.4329,Low,1
3,0,590.11,23.39,4832.41,18383.39,26.1,196.7,1.0192,High,1
4,3,216.07,7.62,1407.15,6522.09,0.53,54.02,0.8945,Low,1
2,4,94.67,1.8,661.08,2655.52,2445.33,47.34,0.4041,Low,0
1,3,61.24,0.92,417.71,1792.35,1908.24,61.24,0.2946,Low,0
4,3,295.29,7.4,1697.44,7859.37,109.43,73.82,0.7028,Medium,0
